420,487,35
2,58,211
127,58,129
84,3,52
420,67,4
20,469,152
440,520,330
769,795,203
11,2,24
189,40,199
221,89,282
97,173,153
212,233,74
146,478,116
57,123,17
25,12,9
90,51,75
432,58,34
5,200,66
447,40,134
291,352,129
281,635,942
110,161,301
51,70,101
662,520,17
90,813,275
28,44,302
225,171,1
49,62,141
40,130,73
54,53,29
184,30,27
21,36,4
43,237,183
15,70,102
390,255,132
211,317,43
260,625,284
154,16,226
2,60,283
9,114,4
41,113,306
27,84,36
35,225,114
28,21,324
343,920,109
67,9,13
71,67,74
25,383,66
217,6,234
110,40,424
70,532,303
576,641,183
52,24,4
358,231,187
3,277,50
31,200,120
137,60,504
348,642,53
83,31,467
646,313,157
495,109,394
84,34,52
52,386,17
138,336,55
293,189,73
3,161,94
2,35,303
4,535,1
11,25,3
182,51,207
199,510,94
25,32,16
108,97,66
40,44,116
371,66,75
412,381,73
201,470,158
70,35,15
2,95,40
9,185,25
95,40,18
110,277,27
15,182,250
5,617,155
31,535,175
392,155,18
62,155,66
2,84,453
291,189,138
260,424,401
16,182,4
32,121,13
47,6,26
25,119,51
111,67,396
152,15,31
69,12,69
6,98,45
413,35,73
46,90,109
25,76,84
2,66,74
2,46,303
69,435,24
16,4,45
588,571,84
142,21,47
266,267,485
393,2,3
136,7,94
97,88,3
33,838,199
212,116,123
155,61,4
217,4,66
23,2,157
171,66,153
326,55,50
608,161,129
27,9,35
231,323,104
46,313,17
2,331,4
7,38,14
25,493,34
367,16,45
2,62,100
717,6,46
40,27,36
55,523,12
200,51,36
40,3,3
40,154,73
11,36,32
126,67,302
77,36,39
169,714,187
216,1041,716
49,31,38
817,98,118
4,116,15
446,52,125
67,58,362
40,348,200
155,48,207
25,40,36
2,160,17
57,711,16
178,547,108
694,519,767
155,304,17
476,573,162
88,12,38
841,220,34
24,386,4
269,97,20
46,35,82
159,51,73
62,50,282
958,102,50
77,106,32
66,7,199
349,465,14
367,2,15
169,93,41
23,78,17
115,171,45
128,450,71
16,200,566
28,34,34
30,209,22
31,15,28
35,331,651
63,355,28
35,108,69
60,185,706
348,873,195
84,3,22
107,9,34
38,37,17
446,108,38
354,27,65
77,201,34
112,86,30
126,66,35
17,152,9
180,50,20
35,49,278
2,15,13
109,193,4
260,261,24
76,435,45
25,408,9
15,35,121
109,49,36
200,116,4
67,66,33
7,116,68
57,27,4
28,126,212
5,144,101
644,491,511
67,28,105
62,70,9
349,55,74
97,58,138
28,112,13
398,315,36
97,52,121
213,265,240
24,7,120
44,161,217
956,957,725
2,75,50
114,755,17
726,978,16
24,1010,31
7,673,105
30,108,129
172,110,75
7,754,301
220,161,25
458,172,105
67,212,68
269,21,66
291,293,56
269,76,37
20,468,104
109,31,72
115,25,37
70,2,9
405,424,409
750,865,187
35,70,445
89,316,82
66,7,61
107,36,375
162,66,113
359,337,74
137,142,28
110,135,55
369,9,36
34,66,190
181,126,269
93,431,104
178,251,480
66,28,269
440,597,442
241,424,231
58,748,108
2,331,9
359,212,116
102,3,16
114,369,17
172,33,13
24,400,66
6,250,296
126,27,60
116,70,69
529,530,1280
513,33,34
331,40,32
127,161,752
2,35,40
58,6,91
41,40,22
193,205,104
266,267,511
414,715,73
116,4,73
108,304,74
459,210,528
893,833,1004
107,161,30
535,15,178
180,70,85
326,766,17
62,46,138
817,98,297
5,225,66
2,73,17
97,98,66
58,5,51
67,84,50
67,25,95
28,67,375
77,201,136
331,40,53
89,338,4
621,622,9
75,67,12
114,38,34
171,58,37
390,439,193
291,352,22
97,25,85
144,49,4
262,116,34
28,16,3
6,659,45
477,211,17
127,110,4
761,98,1056
21,412,835
152,90,26
16,108,927
205,186,4
2,95,146
15,70,153
84,34,25
556,690,122
182,16,303
54,102,34
193,6,9
91,92,241
108,1043,1092
66,416,157
707,60,17
609,2,4
88,21,1
112,21,65
58,6,2
446,304,3
476,573,148
77,25,1
114,369,214
483,251,81
115,97,101
66,10,29
231,81,96
473,86,52
126,84,25
312,439,231
97,76,186
74,106,32
323,337,45
538,63,62
21,739,9
213,467,118
218,213,57
2,60,453
60,61,4
393,2,66
268,90,73
89,25,24
103,102,17
853,200,45
32,9,4
108,192,34
53,54,76
9,36,721
2,16,45
25,242,73
169,237,54
60,84,238
23,110,121
465,39,50
107,108,28
62,41,166
2,67,16
55,146,647
171,15,1
161,67,108
67,810,199
210,738,36
217,399,234
25,129,153
110,60,76
719,210,30
97,25,77
70,49,166
180,70,37
291,352,108
46,35,31
488,116,38
109,182,26
116,108,101
2,155,203
248,25,3
478,394,116
108,304,109
58,166,17
217,175,96
28,36,69
112,7,80
97,4,3
70,474,344
253,116,17
27,66,5
369,28,35
25,404,290
572,573,151
108,58,353
67,110,474
718,66,50
62,226,47
2,137,238
108,304,91
106,334,0
35,6,690
23,110,28
297,641,419
67,934,43
173,110,849
152,15,72
225,171,66
112,7,4
49,35,102
4,58,46
420,487,116
15,31,178
180,4,1
268,425,745
304,7,16
51,484,308
63,60,17
2,226,129
772,509,392
7,809,15
28,9,78
116,6,15
2,63,92
331,35,126
181,66,29
217,175,44
62,161,105
300,775,163
138,336,423
6,109,56
70,144,15
109,31,41
90,2,4
19,467,394
27,66,34
453,368,242
84,71,453
110,291,116
50,200,73
182,2,59
360,512,280
201,923,92
326,840,17
2,144,70
887,890,1
108,16,176
51,2,20
12,272,4
669,455,437
108,97,138
542,40,311
343,1018,16
608,127,129
32,44,148
40,764,17
54,161,375
205,746,69
76,12,1
159,453,532
423,197,56
62,35,160
11,60,13
31,535,23
2,109,620
57,71,13
595,155,36
152,31,66
25,66,99
495,717,25
116,15,20
47,15,26
49,104,481
49,206,67
21,368,32
172,84,201
51,187,17
305,116,45
183,304,226
161,146,17
1103,425,231
39,356,13
291,293,282
32,75,116
2,182,4
113,27,66
111,67,50
102,169,17
826,27,17
40,348,199
155,108,45
3,359,17
2,41,61
153,97,17
155,108,66
3,36,94
16,200,657
975,67,34
76,673,17
11,269,1
213,467,126
16,226,928
737,779,17
89,15,4
784,175,36
3,2,32
67,392,74
2,155,69
146,789,3
2,116,353
126,66,32
109,51,26
307,90,532
373,39,34
138,336,484
795,707,915
335,727,702
186,377,291
1010,15,101
750,865,54
115,69,24
10,28,311
2,4,120
464,89,4
116,137,1
35,200,86
26,155,17
212,644,17
155,7,301
138,106,17
313,86,55
98,108,66
21,86,38
159,452,394
535,16,138
515,246,486
50,535,317
551,550,731
263,3,108
212,114,74
32,33,35
2,116,488
4,2,77
28,34,311
89,26,66
9,28,352
25,632,24
178,547,73
966,57,19
69,90,37
360,93,189
126,121,61
278,497,229
373,165,17
63,84,129
97,11,45
707,591,531
110,36,214
50,304,282
394,165,4
28,747,61
2,4,504
200,70,3
50,535,120
285,286,55
6,35,23
66,107,13
110,2,199
17,152,34
70,90,3
595,2,257
358,337,407
277,108,14
359,394,34
220,7,4
97,46,85
119,116,56
25,162,71
33,233,74
97,171,85
57,966,4
180,6,45
31,35,37
2,226,25
447,40,1
515,471,151
255,439,389
21,121,22
16,23,121
3,7,205
712,21,284
152,35,147
457,28,43
535,16,56
98,119,121
407,178,219
199,215,108
4,120,1
44,40,353
181,66,22
88,24,37
31,70,120
52,2,226
35,109,86
717,330,74
200,70,101
1006,919,564
97,701,99
3,7,13
46,35,84
2,35,268
226,2,9
130,23,4
2,48,282
109,173,70
161,127,49
457,253,105
511,268,444
794,40,52
88,40,36
192,21,4
32,84,39
109,51,9
103,90,34
126,2,12
25,269,4
30,7,14
700,671,486
49,200,282
2,47,9
21,28,17
28,126,3
16,197,345
58,249,125
231,489,104
24,464,17
7,8,17
543,161,61
431,1001,167
57,327,75
331,2,36
473,27,52
608,161,50
16,25,99
430,431,126
269,965,4
335,727,187
2,16,109
9,36,311
57,711,375
25,2,1
489,14,96
70,105,166
58,32,4
237,689,126
60,185,245
70,50,51
4,135,76
271,40,362
134,342,74
16,58,156
12,25,38
556,388,17
7,1036,17
441,520,330
1052,993,978
41,2,25
46,301,178
97,160,125
109,31,120
1062,335,788
255,798,514
16,117,4
200,155,380
490,295,312
810,110,75
248,66,17
11,33,94
40,583,1
19,430,57
6,2,91
639,287,909
437,438,299
290,88,15
127,58,165
200,15,87
35,2,86
268,577,444
366,162,45
331,2,60
62,26,26
90,162,512
69,269,1
127,58,199
141,25,17
51,49,45
40,116,387
337,116,1
291,352,105
95,21,306
62,226,53
46,59,32
207,125,81
67,448,74
6,25,175
46,152,56
35,535,43
198,192,4
46,2,414
66,44,13
78,383,146
108,2,70
16,108,574
66,57,12
33,67,25
67,797,28
3,107,78
115,25,66
650,4,121
185,60,17
5,242,38
84,36,247
144,110,66
66,40,105
369,9,13
110,262,68
557,412,17
88,617,100
225,535,38
98,108,3
155,116,138
245,387,678
40,186,50
31,535,237
98,169,109
39,374,13
220,161,116
70,35,250
192,63,58
576,835,91
89,116,134
161,110,55
108,51,512
5,49,17
169,211,68
109,2,226
32,7,52
67,173,341
300,775,187
4,420,38
32,67,12
34,9,61
21,415,1
344,340,411
97,117,121
112,107,64
62,200,852
86,21,310
89,40,112
317,326,28
77,106,4
46,2,708
1010,15,45
46,32,66
261,289,115
22,55,94
181,126,22
66,21,108
16,25,17
40,220,348
36,33,61
326,359,34
6,66,4
108,2,270
270,7,65
349,253,14
16,58,73
32,66,68
162,206,5
21,542,199
24,221,4
102,27,16
381,67,170
159,1015,721
116,254,121
217,4,51
396,397,139
5,4,345
231,224,45
66,172,32
21,411,49
54,55,130
77,201,157
368,675,257
69,97,540
2,60,80
62,108,338
51,163,1078
35,109,466
138,106,12
130,52,4
25,88,85
409,2,3
76,673,85
171,58,69
231,224,187
54,77,17
3,66,190
620,509,16
55,317,17
21,110,80
205,186,1210
89,24,156
435,169,239
66,33,267
66,139,13
627,561,676
3,277,299
108,116,353
2,152,87
2,144,298
33,44,16
527,326,17
67,40,301
67,7,68
186,746,1210
542,62,34
84,63,283
344,339,950
34,90,36
241,260,244
58,4,524
57,327,39
360,237,41
152,2,38
15,361,4
2,31,283
58,23,453
155,144,157
292,86,4
550,551,519
46,16,66
262,9,73
66,28,16
89,97,85
31,15,99
2,200,328
110,67,1116
457,28,52
67,212,74
20,93,111
50,90,24
126,2,108
457,28,148
76,66,66
298,159,192
137,60,283
16,108,109
21,36,17
958,102,217
137,108,3
90,35,102
313,2,708
373,39,22
21,40,284
60,1051,17
110,185,17
204,466,36
16,790,532
451,58,43
90,187,69
523,21,17
304,126,66
465,349,22
343,193,115
237,303,118
40,44,34
5,386,4
386,2,172
34,392,148
5,410,155
95,88,91
172,399,149
203,1019,315
412,113,0
575,453,46
409,88,38
629,630,490
528,67,470
2,88,197
392,40,34
49,104,466
78,89,282
160,24,66
110,185,301
490,517,698
31,116,4
155,495,153
66,58,1
68,464,156
549,583,298
5,110,4
997,753,897
385,337,857
6,70,64
86,142,329
16,264,1
58,6,17
300,775,239
644,492,416
118,24,66
206,60,13
126,67,105
108,277,503
15,11,24
21,30,17
16,108,889
192,2,4
