67,1210
36,1210
126,1134
121,1134
542,1304
110,1304
172,1122
106,1122
25,1279
639,1279
89,1187
391,1187
110,1248
67,1248
9,1173
28,1173
76,1114
97,1114
67,1109
97,1109
268,1138
405,1138
250,1214
159,1214
110,1122
108,1122
232,1388
63,1388
23,1109
126,1109
28,1121
2,1121
257,1251
60,1251
107,1299
40,1299
22,1139
342,1139
726,1129
926,1129
369,1154
191,1154
200,1150
47,1150
260,1359
261,1359
32,1480
7,1480
137,1139
618,1139
268,1888
424,1888
295,1220
839,1220
113,1148
112,1148
71,1109
7,1109
525,1120
88,1120
40,1123
429,1123
35,1128
2,1128
122,1122
66,1122
619,1147
201,1147
217,1156
108,1156
110,1173
482,1173
159,1963
223,1963
245,1308
636,1308
40,1175
117,1175
28,1139
583,1139
2,1630
88,1630
66,1143
25,1143
66,1174
2,1174
556,1672
799,1672
2,1127
40,1127
9,1157
333,1157
489,1495
323,1495
21,1133
30,1133
422,1108
890,1108
137,1226
119,1226
2,1411
28,1411
108,1204
12,1204
126,1139
233,1139
440,1216
94,1216
184,1248
323,1248
25,1189
383,1189
142,1155
21,1155
76,1174
51,2251
425,2251
505,1106
184,1106
60,1122
40,1122
189,1161
623,1161
7,1105
112,1105
97,1316
16,1316
522,1114
68,1114
70,1423
300,1423
114,1121
161,1155
9,1155
25,1117
796,1117
25,1185
796,1185
432,1304
84,1304
7,1139
673,1139
589,1117
342,1117
496,1221
137,1221
230,1748
67,1748
180,1161
137,1161
105,1192
49,1192
180,1122
144,1122
32,1121
652,1121
505,1108
184,1108
31,1261
109,1261
15,1204
97,1204
7,1404
333,1404
557,1178
7,1178
32,1157
652,1157
17,1118
36,1118
108,1150
160,1150
249,1175
225,1175
349,1173
55,1173
537,1330
93,1330
869,1465
159,1465
116,1120
98,1120
93,1238
468,1238
113,1150
52,1150
60,1241
134,1241
116,1143
248,1143
261,1336
268,1336
50,1266
2,1266
183,1171
160,1171
126,1180
66,1180
171,1125
69,1125
266,1130
854,1130
27,1141
56,1141
78,1106
25,1106
90,1141
737,1141
93,1201
468,1201
295,1981
839,1981
171,1171
26,1171
197,1120
16,1120
250,1263
159,1263
27,1118
33,1118
503,1773
504,1773
9,1166
516,1166
66,1139
451,1139
57,1139
327,1139
2,1683
35,1683
57,1304
137,1304
110,1770
63,1770
440,1121
520,1121
144,1403
3,1403
62,1174
35,1174
40,1170
44,1170
89,1161
663,1336
388,1336
40,1218
44,1218
35,1450
225,1450
109,1128
48,1128
2,1528
35,1528
161,1143
97,1143
984,1893
985,1893
75,1404
32,1404
7,1120
3,1120
108,1178
116,1178
391,1213
106,1213
40,1204
41,1204
62,1671
200,1671
109,1106
193,1106
4,1296
108,1296
109,1186
125,1186
450,1178
1020,1178
2,1226
17,1226
35,1141
41,1141
51,1346
35,1346
27,1253
276,1253
108,1162
58,1162
15,1519
31,1519
40,1221
145,1221
36,1693
67,1693
16,1204
371,1204
58,1109
144,1109
772,1178
519,1178
63,2137
2,2137
114,1178
334,1178
687,1209
237,1209
542,1180
86,2096
21,2096
113,1411
112,1411
292,1122
41,1122
110,1158
97,1158
66,1253
33,1253
62,1128
70,1128
262,1179
25,1179
51,2210
425,2210
739,1387
89,1387
192,1121
40,1121
4,1122
15,1122
108,2050
208,2050
122,1109
56,1407
32,1407
25,1122
217,1122
44,1158
77,1158
119,1221
0,1221
543,1121
7,1121
34,1389
6,1389
9,2338
60,2338
606,1915
377,1915
106,1166
126,1166
479,1122
162,1549
25,1549
292,1109
41,1109
110,1185
40,1185
40,1109
56,1109
130,1230
23,1230
21,1139
277,1139
586,1121
137,1121
67,1139
84,1139
9,1938
185,1938
5,1171
361,1171
261,1308
297,1308
110,1109
25,1109
35,1252
109,1252
30,1122
618,1122
338,1109
505,1109
556,1220
228,1220
104,1266
31,1266
137,1109
923,1109
225,1258
15,1258
253,1183
134,1183
11,1143
16,1143
522,1498
68,1498
575,1151
459,1151
52,1120
290,1120
211,1189
478,1189
47,1131
49,1131
21,1270
86,1270
60,1166
40,1288
542,1288
67,1529
110,1529
268,1775
51,1775
67,1122
189,1122
3,1109
446,1109
46,1262
66,1262
5,1120
49,1120
16,1230
115,1230
53,1415
54,1415
331,1231
2,1231
502,1173
478,1173
222,1611
795,1611
344,2048
819,2048
172,1213
692,1213
9,1170
114,1170
212,1173
114,1173
473,1157
84,1157
3,1263
40,1263
520,1385
620,1385
659,1625
89,1625
192,1109
27,1109
6,1120
25,1670
33,1670
880,1570
881,1570
398,1841
40,1841
28,1155
75,1155
9,1122
261,1178
25,1178
457,1134
253,1134
102,1109
103,1109
76,1190
69,1190
90,1114
6,1114
2,2265
35,2265
86,1493
35,1493
6,1791
250,1791
217,1162
175,1162
118,1171
4,1171
118,1122
24,1122
179,1482
251,1482
155,1109
152,1109
304,1106
398,1106
326,1439
290,1439
309,1130
66,1130
2,1499
12,1499
89,1178
623,1178
100,1330
101,1330
35,1584
88,1584
46,1260
15,1260
743,1425
1003,1425
35,1580
31,1580
49,1171
62,1171
19,1579
93,1579
354,1480
27,1480
587,1185
97,1185
5,1156
166,1156
36,1179
326,1179
68,1469
230,1469
11,1150
2,1150
446,1175
116,1175
116,1262
63,1262
82,1238
498,1238
48,1114
57,1152
71,1152
4,1185
23,1185
51,1336
54,1308
55,1308
28,1127
106,1127
155,1150
583,1150
110,1123
172,1123
76,1150
90,1150
549,1143
225,1143
269,1206
739,1206
86,2130
21,2130
180,1175
58,1175
360,1421
512,1421
46,1281
15,1281
393,1143
4,1143
326,1575
290,1575
172,1374
106,1374
2,1213
109,1213
86,1170
138,1170
97,1182
116,1182
126,1157
7,1157
46,1467
58,1467
370,1476
520,1476
239,1109
269,1150
21,1150
895,1122
33,1122
96,1109
161,1109
172,1117
37,1117
262,1139
5,1387
24,1387
41,1125
35,1125
67,1158
33,1158
432,1148
7,1148
44,1337
40,1337
141,1139
25,1139
36,1492
7,1492
5,1260
331,1260
333,1155
66,1155
291,1122
102,1122
249,1150
226,1150
49,1225
35,1225
35,1122
304,1122
326,1139
290,1139
894,1506
280,1506
40,1144
